Date;London futures (£ sterling/tonne);New York futures (US$/tonne);ICCO daily price (US$/tonne);ICCO daily price (Euro/tonne)
2000-11-14;577.33;734.00;780.51;910.00
2000-11-13;578.50;741.00;787.99;916.00
2000-11-10;594.50;761.33;806.92;934.00
2000-11-09;601.83;767.33;813.47;947.00
2000-11-08;600.50;771.33;814.57;952.00
2000-11-07;602.67;776.00;820.82;953.00
2000-11-06;601.67;777.33;821.60;954.00
2000-11-03;602.50;785.33;830.99;962.00
2000-11-02;608.67;790.67;836.33;972.00
2000-11-01;602.50;784.33;829.04;966.00
2000-10-31;605.67;786.33;833.80;983.00
2000-10-30;601.67;787.00;831.72;984.00
2000-10-27;610.67;793.00;840.38;997.00
2000-10-26;631.67;816.33;862.00;1040.00
2000-10-25;627.33;811.67;856.68;1033.00
2000-10-24;636.50;831.00;877.98;1049.00
2000-10-23;625.00;817.33;864.59;1034.00
2000-10-20;630.67;822.33;868.32;1036.00
2000-10-19;644.33;843.00;886.93;1056.00
2000-10-18;644.67;843.33;888.79;1048.00
2000-10-17;646.83;844.33;889.52;1046.00
2000-10-16;643.33;838.67;885.61;1043.00
2000-10-13;642.33;848.00;893.72;1039.00
2000-10-12;640.33;847.33;895.70;1038.00
2000-10-11;649.83;851.33;902.17;1032.00
2000-10-10;657.67;861.00;908.72;1047.00
2000-10-09;647.50;847.00;893.65;1028.00
2000-10-06;650.33;852.67;897.19;1031.00
2000-10-05;656.00;862.67;909.23;1045.00
2000-10-04;638.17;838.00;884.72;1013.00
2000-10-03;630.83;829.00;875.31;999.00
2000-10-02;625.17;823.00;871.95;989.00
2000-09-29;630.00;832.00;883.00;1000.00
2000-09-28;622.00;817.00;865.50;980.00
2000-09-27;626.50;815.00;866.94;984.00
2000-09-26;631.33;821.00;872.87;992.00
2000-09-25;634.67;827.33;876.15;1004.00
2000-09-22;641.33;834.00;885.16;1004.00
2000-09-21;647.67;826.00;875.90;1027.00
2000-09-20;657.00;832.00;880.22;1038.00
2000-09-19;662.67;837.33;886.14;1038.00
2000-09-18;667.83;843.33;890.80;1043.00
2000-09-15;663.33;835.67;885.09;1026.00
2000-09-14;669.00;849.67;896.16;1041.00
2000-09-13;665.00;852.67;897.10;1037.00
2000-09-12;665.67;840.33;889.11;1033.00
2000-09-11;657.67;839.33;885.97;1028.00
2000-09-08;650.67;831.67;879.08;1015.00
2000-09-07;637.67;832.33;875.59;1005.00
2000-09-06;645.33;842.67;890.04;1014.00
2000-09-05;642.67;843.67;889.73;1004.00
2000-09-04;644.17;839.67;890.98;990.00
2000-09-01;636.67;835.67;884.05;982.00
2000-08-31;638.17;831.67;880.13;990.00
2000-08-30;629.00;817.33;867.88;972.00
2000-08-29;620.67;811.67;860.53;960.00
2000-08-28;620.83;819.00;867.67;965.00
2000-08-25;621.00;816.00;867.25;958.00
2000-08-24;625.50;825.67;877.45;972.00
2000-08-23;617.50;817.33;867.27;970.00
2000-08-22;632.00;834.33;887.55;988.00
2000-08-21;632.83;837.00;891.81;987.00
2000-08-18;628.33;830.33;885.30;974.00
2000-08-17;627.50;831.67;887.70;970.00
2000-08-16;627.17;835.67;889.92;976.00
2000-08-15;630.33;845.00;898.64;984.00
2000-08-14;608.83;812.33;865.88;958.00
2000-08-11;607.83;811.00;864.03;955.00
2000-08-10;610.17;809.00;863.36;950.00
2000-08-09;600.50;799.33;851.56;948.00
2000-08-08;609.33;811.67;865.38;962.00
2000-08-07;602.67;805.33;858.27;945.00
2000-08-04;615.50;825.33;877.38;965.00
2000-08-03;625.00;829.67;883.51;977.00
2000-08-02;648.00;861.33;916.03;1002.00
2000-08-01;646.00;861.67;916.67;990.00
2000-07-31;648.33;865.33;920.15;993.00
2000-07-28;655.83;879.67;934.87;1008.00
2000-07-27;649.50;879.00;932.23;993.00
2000-07-26;654.00;881.00;938.16;996.00
2000-07-25;651.67;877.67;935.37;994.00
2000-07-24;653.67;881.00;936.85;1004.00
2000-07-21;678.17;917.67;974.73;1045.00
2000-07-20;680.00;910.00;969.08;1048.00
2000-07-19;662.33;883.67;938.60;1016.00
2000-07-18;660.33;880.33;935.78;1004.00
2000-07-17;656.67;874.00;929.04;994.00
2000-07-14;654.33;875.33;929.76;992.00
2000-07-13;657.50;880.67;935.84;1001.00
2000-07-12;655.33;878.67;936.13;992.00
2000-07-11;660.50;894.67;948.97;998.00
2000-07-10;651.67;876.67;933.50;980.00
2000-07-07;657.33;882.00;940.69;991.00
2000-07-06;644.17;869.00;923.44;966.00
2000-07-05;649.00;876.33;930.76;973.00
2000-07-04;650.00;868.33;928.49;977.00
2000-07-03;636.50;868.33;917.97;964.00
2000-06-30;639.00;860.33;915.82;955.00
2000-06-29;650.00;871.33;931.36;977.00
2000-06-28;653.67;877.00;935.01;988.00
2000-06-27;652.17;871.67;926.56;983.00
2000-06-26;644.50;859.33;914.23;976.00
2000-06-23;666.00;898.33;951.38;1015.00
2000-06-22;688.33;931.33;988.47;1052.00
2000-06-21;681.67;911.33;968.19;1023.00
2000-06-20;669.00;891.00;951.92;997.00
2000-06-19;677.50;910.33;969.90;1010.00
2000-06-16;686.83;923.67;984.38;1024.00
2000-06-15;683.33;921.33;978.02;1026.00
2000-06-14;656.17;880.33;934.88;975.00
2000-06-13;653.83;884.00;938.46;977.00
2000-06-12;649.33;875.33;931.97;977.00
2000-06-09;654.33;885.00;937.24;986.00
2000-06-08;653.00;878.67;933.79;979.00
2000-06-07;629.50;847.67;905.59;946.00
2000-06-06;641.50;862.67;921.17;961.00
2000-06-05;645.33;867.00;923.49;977.00
2000-06-02;657.50;879.33;937.20;993.00
2000-06-01;663.83;875.67;935.53;1005.00
2000-05-31;658.67;869.67;929.31;1002.00
2000-05-30;649.67;860.00;917.85;984.00
2000-05-26;662.17;863.00;924.75;999.00
2000-05-25;669.67;878.67;934.38;1030.00
2000-05-24;669.17;880.67;935.30;1031.00
2000-05-23;661.67;863.67;922.15;1014.00
2000-05-22;667.33;882.00;941.52;1042.00
2000-05-19;672.00;883.00;942.64;1056.00
2000-05-18;649.67;853.00;909.84;1018.00
2000-05-17;641.83;847.33;903.81;1014.00
2000-05-16;648.17;863.33;918.96;1015.00
2000-05-15;624.17;834.33;889.96;972.00
2000-05-12;634.50;849.67;908.07;1001.00
2000-05-11;637.83;848.67;904.14;1000.00
2000-05-10;618.00;826.00;883.89;970.00
2000-05-09;612.67;821.67;881.39;977.00
2000-05-08;608.50;812.33;873.02;977.00
2000-05-05;621.67;835.67;894.50;1002.00
2000-05-04;618.83;838.33;898.24;1007.00
2000-05-03;611.67;835.33;896.75;1005.00
2000-05-02;612.67;837.00;898.07;989.00
2000-05-01;609.50;823.67;886.47;976.00
2000-04-28;606.33;825.33;887.05;974.00
2000-04-27;598.00;824.33;884.38;970.00
2000-04-26;612.33;841.67;905.60;980.00
2000-04-25;616.00;888.67;930.83;1004.00
2000-04-24;622.75;850.33;917.89;976.00
2000-04-20;629.50;869.00;932.31;992.00
2000-04-19;637.67;888.67;948.30;1008.00
2000-04-18;649.33;909.67;967.17;1019.00
2000-04-17;626.33;879.00;936.71;981.00
2000-04-14;604.67;838.00;899.09;940.00
2000-04-13;608.83;849.33;908.89;951.00
2000-04-12;605.67;837.33;899.55;939.00
2000-04-11;609.17;841.00;904.59;939.00
2000-04-10;605.67;835.33;897.60;935.00
2000-04-07;611.17;845.33;906.73;945.00
2000-04-06;614.67;853.67;913.39;952.00
2000-04-05;606.00;846.33;905.78;938.00
2000-04-04;598.00;831.33;892.81;935.00
2000-04-03;583.00;823.33;877.25;918.00
2000-03-31;596.67;827.33;889.90;930.00
2000-03-30;585.83;834.67;884.49;925.00
2000-03-29;606.67;834.67;899.12;943.00
2000-03-28;601.67;835.67;895.75;926.00
2000-03-27;594.17;838.33;892.23;919.00
2000-03-24;612.00;866.00;920.24;947.00
2000-03-23;638.83;905.33;958.78;988.00
2000-03-22;639.67;889.67;947.12;985.00
2000-03-21;627.67;875.67;932.39;960.00
2000-03-20;647.00;909.00;961.78;992.00
2000-03-17;664.33;936.00;990.03;1023.00
2000-03-16;675.00;956.33;1010.56;1039.00
2000-03-15;663.67;916.00;980.46;1012.00
2000-03-14;649.83;902.00;962.00;999.00
2000-03-13;633.83;879.67;940.29;972.00
2000-03-10;630.33;875.33;935.49;969.00
2000-03-09;641.67;890.67;953.05;984.00
2000-03-08;635.00;876.33;940.58;983.00
2000-03-07;640.00;877.67;943.70;985.00
2000-03-06;627.67;856.67;922.26;960.00
2000-03-03;626.33;859.33;925.05;962.00
2000-03-02;617.33;838.00;907.05;939.00
2000-03-01;581.83;806.00;863.91;892.00
2000-02-29;578.00;790.67;851.85;885.00
2000-02-28;562.67;785.00;840.09;869.00
2000-02-25;564.00;791.67;845.33;863.00
2000-02-24;585.67;833.33;885.71;889.00
2000-02-23;581.33;826.33;879.85;876.00
2000-02-22;579.33;826.33;880.53;874.00
2000-02-21;582.33;829.83;880.91;893.00
2000-02-18;588.00;833.33;886.38;900.00
2000-02-17;586.17;834.33;887.61;900.00
2000-02-16;577.50;817.00;871.18;885.00
2000-02-15;579.33;819.33;872.05;886.00
2000-02-14;553.50;778.33;829.35;846.00
2000-02-11;561.83;793.33;845.39;858.00
2000-02-10;564.17;806.00;856.17;869.00
2000-02-09;563.33;804.33;855.61;864.00
2000-02-08;559.50;803.00;852.16;880.00
2000-02-07;562.50;802.67;848.58;868.00
2000-02-04;561.67;793.33;842.70;860.00
2000-02-03;559.00;799.67;848.18;862.00
2000-02-02;556.17;796.67;845.24;870.00
2000-02-01;546.33;790.67;836.76;860.00
2000-01-31;578.00;834.00;885.99;906.00
2000-01-28;594.33;861.67;912.27;931.00
2000-01-27;590.83;866.00;916.52;928.00
2000-01-26;596.50;873.67;925.81;925.00
2000-01-25;590.83;870.33;921.85;915.00
2000-01-24;591.17;879.00;927.57;926.00
2000-01-21;593.50;876.67;927.38;921.00
2000-01-20;589.17;873.67;923.18;914.00
2000-01-19;589.50;866.67;916.97;908.00
2000-01-18;584.83;863.00;910.35;900.00
2000-01-17;588.67;873.50;916.94;910.00
2000-01-14;597.00;884.00;930.51;919.00
2000-01-13;603.00;899.67;946.81;922.00
2000-01-12;591.67;874.00;924.22;900.00
2000-01-11;587.67;870.67;919.38;893.00
2000-01-10;589.00;872.00;918.02;894.00
2000-01-07;587.83;869.00;915.80;890.00
2000-01-06;579.17;858.33;906.05;875.00
2000-01-05;584.67;859.33;908.82;879.00
2000-01-04;585.67;864.33;911.15;885.00
2000-01-03;590.50;852.00;906.40;893.00
1999-12-30;595.33;870.00;914.76;913.00
1999-12-29;592.67;864.33;911.03;906.00
1999-12-28;601.67;864.00;918.10;912.00
1999-12-27;601.67;884.33;928.81;918.00
1999-12-24;610.67;872.17;929.61;917.00
1999-12-23;592.33;860.00;908.49;894.00
1999-12-22;582.33;848.67;892.31;885.00
1999-12-21;581.83;848.33;892.98;885.00
1999-12-20;583.00;846.00;891.02;883.00
1999-12-17;591.67;863.67;907.09;915.00
1999-12-16;595.17;880.00;919.90;904.00
1999-12-15;593.67;869.33;911.47;908.00
1999-12-14;589.67;865.67;907.83;902.00
1999-12-13;588.67;870.00;913.06;902.00
1999-12-10;607.67;899.00;942.36;928.00
1999-12-09;620.67;907.33;957.52;941.00
1999-12-08;615.67;909.00;955.21;932.00
1999-12-07;606.67;895.00;939.89;919.00
1999-12-06;589.00;867.00;911.15;891.00
1999-12-03;593.00;865.00;907.17;906.00
1999-12-02;603.00;873.00;918.52;915.00
1999-12-01;610.00;890.00;932.57;925.00
1999-11-30;637.33;923.00;969.22;962.00
1999-11-29;640.33;930.33;977.90;971.00
1999-11-26;600.33;905.67;935.46;924.00
1999-11-25;600.67;905.67;938.32;920.00
1999-11-24;605.83;881.00;927.88;910.00
1999-11-23;619.17;907.33;956.96;930.00
1999-11-22;601.17;881.33;927.97;898.00
1999-11-19;598.83;873.00;920.76;895.00
1999-11-18;585.67;856.67;902.21;874.00
1999-11-17;582.67;853.00;900.03;866.00
1999-11-16;583.17;852.00;897.88;871.00
1999-11-15;589.83;850.00;903.69;877.00
1999-11-12;567.83;834.00;875.54;848.00
1999-11-11;577.00;844.67;890.63;856.00
1999-11-10;576.00;859.00;898.08;860.00
1999-11-09;577.00;851.00;893.66;859.00
1999-11-08;584.00;854.33;899.61;868.00
1999-11-05;589.67;869.00;913.27;877.00
1999-11-04;600.17;893.00;938.82;898.00
1999-11-03;587.83;891.33;929.26;887.00
1999-11-02;596.50;883.67;932.25;889.00
1999-11-01;616.83;916.33;964.79;920.00
1999-10-29;612.67;910.00;958.90;912.00
1999-10-28;612.00;905.00;954.97;908.00
1999-10-27;609.67;903.00;953.82;906.00
1999-10-26;618.00;918.33;970.21;916.00
1999-10-25;609.17;912.33;962.83;902.00
1999-10-22;623.67;927.33;980.23;917.00
1999-10-21;638.17;958.33;1014.00;938.00
1999-10-20;644.50;970.33;1022.20;948.00
1999-10-19;644.17;975.33;1026.22;950.00
1999-10-18;641.33;964.67;1018.18;938.00
1999-10-15;658.67;986.33;1043.02;959.00
1999-10-14;660.83;981.00;1038.38;963.00
1999-10-13;662.67;990.00;1043.46;970.00
1999-10-12;660.33;982.33;1037.38;967.00
1999-10-11;656.83;967.33;1026.69;965.00
1999-10-08;656.17;967.00;1025.77;965.00
1999-10-07;655.00;960.33;1020.98;952.00
1999-10-06;667.33;990.67;1047.89;978.00
1999-10-05;686.00;1012.33;1072.80;1004.00
1999-10-04;705.50;1045.67;1106.93;1035.00
1999-10-01;717.00;1065.67;1126.35;1053.00
1999-09-30;716.83;1065.33;1122.92;1054.00
1999-09-29;729.00;1078.33;1138.19;1073.00
1999-09-28;736.33;1094.33;1154.51;1100.00
1999-09-27;715.33;1060.67;1119.50;1072.00
1999-09-24;699.33;1033.33;1091.92;1043.00
1999-09-23;683.17;997.00;1060.35;1017.00
1999-09-22;684.50;1001.67;1061.70;1011.00
1999-09-21;677.33;982.33;1044.01;996.00
1999-09-20;688.33;983.00;1050.27;1009.00
1999-09-17;659.50;956.67;1014.11;975.00
1999-09-16;677.50;975.33;1037.93;998.00
1999-09-15;681.00;980.67;1039.20;999.00
1999-09-14;688.33;986.67;1047.11;1004.00
1999-09-13;677.67;975.00;1032.87;994.00
1999-09-10;677.50;975.33;1035.63;989.00
1999-09-09;683.50;996.33;1056.55;1001.00
1999-09-08;681.17;983.00;1043.52;984.00
1999-09-07;675.50;964.00;1025.90;968.00
1999-09-06;671.50;970.33;1025.34;969.00
1999-09-03;683.33;976.67;1037.94;979.00
1999-09-02;681.50;980.67;1040.25;971.00
1999-09-01;706.33;1005.67;1070.55;1011.00
1999-08-31;688.00;985.00;1046.56;991.00
1999-08-30;684.50;964.33;1030.25;986.00
1999-08-27;681.00;959.67;1021.96;977.00
1999-08-26;676.33;954.67;1014.80;973.00
1999-08-25;697.67;989.00;1049.83;1004.00
1999-08-24;701.67;997.33;1060.18;1008.00
1999-08-23;682.67;973.67;1037.59;981.00
1999-08-20;682.67;987.00;1045.50;982.00
1999-08-19;694.67;1000.67;1063.50;1000.00
1999-08-18;703.67;997.67;1063.75;1009.00
1999-08-17;710.00;1009.33;1074.25;1022.00
1999-08-16;712.33;1020.33;1081.56;1023.00
1999-08-13;682.00;981.33;1039.51;983.00
1999-08-12;694.00;994.00;1056.00;992.00
1999-08-11;681.00;980.33;1039.70;975.00
1999-08-10;686.00;987.67;1049.41;978.00
1999-08-09;689.67;987.33;1048.04;979.00
1999-08-06;699.00;1013.00;1071.59;994.00
1999-08-05;701.33;1020.67;1079.15;999.00
1999-08-04;709.33;1021.67;1086.03;677.00
1999-08-03;708.67;1025.67;1086.16;1019.00
1999-08-02;715.67;1032.33;1094.98;1027.00
1999-07-30;725.67;1046.33;1111.68;1039.00
1999-07-29;735.00;1057.00;1122.82;1047.00
1999-07-28;731.00;1041.33;1103.46;1040.00
1999-07-27;757.33;1080.67;1142.74;1075.00
1999-07-26;764.33;1090.33;1153.92;1082.00
1999-07-23;771.83;1095.00;1157.46;1106.00
1999-07-22;778.00;1105.00;1170.02;1115.00
1999-07-21;763.17;1070.00;1136.60;1082.00
1999-07-20;761.00;1077.33;1138.16;1093.00
1999-07-19;731.17;1033.67;1088.94;1071.00
1999-07-16;726.00;1011.33;1074.54;1051.00
1999-07-15;722.33;1005.67;1070.23;1044.00
1999-07-14;726.67;1004.33;1071.64;1050.00
1999-07-13;722.83;999.00;1063.87;1045.00
1999-07-12;734.17;1012.67;1078.80;1064.00
1999-07-09;738.00;1019.67;1084.24;1064.00
1999-07-08;731.67;1011.33;1076.75;1058.00
1999-07-07;731.67;1013.67;1078.58;1055.00
1999-07-06;751.67;1049.00;1115.10;1088.00
1999-07-05;769.83;1067.00;1141.26;1116.00
1999-07-02;771.00;1085.00;1152.23;1127.00
1999-07-01;778.00;1093.33;1161.62;1133.00
1999-06-30;768.83;1075.67;1145.04;1111.00
1999-06-29;773.33;1089.67;1156.42;1118.00
1999-06-28;770.83;1083.00;1152.62;1111.00
1999-06-25;766.33;1073.67;1146.87;1095.00
1999-06-24;779.00;1077.33;1156.00;1117.00
1999-06-23;797.67;1121.33;1191.28;1155.00
1999-06-22;824.33;1173.00;1242.15;1205.00
1999-06-21;838.17;1193.00;1262.95;1224.00
1999-06-18;810.67;1178.33;1235.47;1189.00
1999-06-17;783.33;1116.00;1182.79;1146.00
1999-06-16;794.83;1128.33;1196.10;1159.00
1999-06-15;795.50;1136.33;1204.31;1156.00
1999-06-14;760.67;1080.33;1153.21;1106.00
1999-06-11;766.83;1098.67;1167.29;1113.00
1999-06-10;767.17;1083.00;1156.44;1102.00
1999-06-09;790.00;1124.67;1195.02;1146.00
1999-06-08;796.17;1134.33;1206.17;1156.00
1999-06-07;756.33;1070.67;1140.53;1107.00
1999-06-04;754.83;1072.67;1142.16;1108.00
1999-06-03;746.67;1048.67;1123.72;1086.00
1999-06-02;673.00;937.33;1009.78;975.00
1999-06-01;661.17;924.00;994.01;949.00
1999-05-28;658.17;915.67;985.09;942.00
1999-05-27;665.00;920.33;990.77;947.00
1999-05-26;654.33;907.00;976.03;931.00
1999-05-25;658.50;918.33;986.74;930.00
1999-05-24;679.17;941.00;1011.81;957.00
1999-05-21;693.00;967.67;1038.72;984.00
1999-05-20;699.33;991.33;1059.22;996.00
1999-05-19;699.83;991.67;1061.16;995.00
1999-05-18;694.17;985.33;1054.96;989.00
1999-05-17;706.67;1004.67;1073.99;1006.00
1999-05-14;700.00;995.67;1063.64;994.00
1999-05-13;714.67;1021.00;1088.72;1024.00
1999-05-12;715.67;1018.00;1088.06;1020.00
1999-05-11;713.17;1015.67;1085.55;1012.00
1999-05-10;696.00;993.00;1063.91;985.00
1999-05-07;725.67;1043.33;1114.66;1033.00
1999-05-06;733.67;1067.33;1132.61;1051.00
1999-05-05;735.50;1058.67;1129.52;1058.00
1999-05-04;736.67;1047.00;1120.33;1056.00
1999-05-03;742.17;1053.00;1125.80;1065.00
1999-04-30;747.67;1056.67;1130.07;1068.00
1999-04-29;727.67;1033.33;1102.24;1041.00
1999-04-28;723.33;1024.67;1095.57;1031.00
1999-04-27;717.67;1018.67;1088.53;1022.00
1999-04-26;737.50;1045.33;1116.35;1053.00
1999-04-23;745.50;1065.33;1135.76;1066.00
1999-04-22;758.50;1081.00;1151.78;1087.00
1999-04-21;787.17;1120.67;1192.31;1124.00
1999-04-20;786.83;1124.00;1196.40;1122.00
1999-04-19;795.83;1133.33;1206.36;1137.00
1999-04-16;799.17;1139.67;1213.34;1133.00
1999-04-15;812.17;1149.00;1226.95;1143.00
1999-04-14;802.33;1141.33;1217.71;1126.00
1999-04-13;792.67;1134.67;1206.72;1118.00
1999-04-12;800.33;1135.00;1212.57;1118.00
1999-04-09;797.67;1123.00;1202.33;1115.00
1999-04-08;787.33;1118.67;1192.13;1100.00
1999-04-07;822.50;1166.00;1239.93;1148.00
1999-04-06;833.33;1186.33;1255.19;1166.00
1999-04-05;833.58;1193.33;1262.21;1178.00
1999-04-01;833.83;1191.67;1264.90;1172.00
1999-03-31;851.00;1223.00;1298.92;1203.00
1999-03-30;841.67;1210.00;1283.30;1193.00
1999-03-29;838.00;1214.67;1284.54;1198.00
1999-03-26;834.67;1201.67;1277.75;1191.00
1999-03-25;828.67;1203.00;1277.26;1175.00
1999-03-24;831.00;1218.33;1290.73;1182.00
1999-03-23;838.83;1222.67;1295.91;1189.00
1999-03-22;824.50;1197.00;1269.60;1164.00
1999-03-19;848.33;1234.33;1308.24;1197.00
1999-03-18;854.33;1240.67;1315.80;1197.00
1999-03-17;858.83;1248.00;1324.27;1203.00
1999-03-16;848.83;1233.00;1305.41;1197.00
1999-03-15;850.50;1229.33;1303.72;1192.00
1999-03-12;857.00;1245.00;1321.96;1208.00
1999-03-11;846.83;1224.33;1300.54;1201.00
1999-03-10;869.33;1256.00;1334.33;1217.00
1999-03-09;886.67;1269.00;1348.13;1238.00
1999-03-08;876.83;1253.67;1331.37;1224.00
1999-03-05;876.83;1254.33;1331.81;1227.00
1999-03-04;884.67;1260.67;1339.99;1237.00
1999-03-03;873.00;1247.00;1327.33;1216.00
1999-03-02;881.50;1267.33;1344.66;1230.00
1999-03-01;915.17;1309.00;1389.04;1271.00
1999-02-26;922.00;1309.33;1392.80;1268.00
1999-02-25;923.67;1322.33;1401.62;1268.00
1999-02-24;935.00;1330.67;1413.10;1291.00
1999-02-23;932.17;1336.67;1417.17;1291.00
1999-02-22;928.33;1338.67;1422.33;1290.00
1999-02-19;941.33;1354.33;1440.87;1298.00
1999-02-18;919.00;1338.00;1419.27;1265.00
1999-02-17;917.50;1334.67;1416.11;1261.00
1999-02-16;914.83;1327.33;1409.48;1255.00
1999-02-15;895.67;1321.33;1389.05;1236.00
1999-02-12;891.00;1291.33;1370.92;1215.00
1999-02-11;911.67;1311.33;1396.12;1236.00
1999-02-10;908.33;1313.67;1395.63;1233.00
1999-02-09;901.00;1312.33;1392.08;1232.00
1999-02-08;903.33;1316.00;1394.85;1240.00
1999-02-05;909.67;1336.00;1411.72;1250.00
1999-02-04;915.67;1343.33;1421.85;1259.00
1999-02-03;916.50;1351.67;1424.84;1255.00
1999-02-02;909.33;1345.33;1418.57;1249.00
1999-02-01;915.00;1344.33;1420.93;1256.00
1999-01-29;922.17;1360.67;1436.99;1265.00
1999-01-28;913.83;1344.00;1422.46;1246.00
1999-01-27;911.83;1337.00;1417.87;1233.00
1999-01-26;913.67;1350.00;1430.99;1237.00
1999-01-25;910.50;1344.33;1424.15;1232.00
1999-01-22;913.67;1352.00;1430.07;1235.00
1999-01-21;932.67;1384.67;1461.46;1262.00
1999-01-20;927.67;1371.33;1447.86;1251.00
1999-01-19;921.00;1369.67;1445.95;1245.00
1999-01-18;914.00;1383.67;1444.67;1245.00
1999-01-15;938.00;1397.67;1471.53;1270.00
1999-01-14;940.67;1413.33;1482.81;1267.00
1999-01-13;938.83;1409.00;1476.62;1262.00
1999-01-12;952.17;1414.67;1481.54;1284.00
1999-01-11;957.83;1436.67;1501.53;1302.00
1999-01-08;939.00;1400.00;1467.66;1271.00
1999-01-07;937.33;1405.00;1472.50;1262.00
1999-01-06;931.00;1404.00;1470.35;1255.00
1999-01-05;927.67;1392.00;1461.28;1240.00
1999-01-04;920.00;1391.33;1456.35;1234.00
1998-12-31;921.50;1400.67;1462.83;1243.00
1998-12-30;923.00;1401.33;1464.96;1248.00
1998-12-29;924.00;1414.67;1482.80;1262.00
1998-12-28;923.33;1418.00;1481.69;1266.00
1998-12-24;922.67;1408.67;1474.25;1258.00
1998-12-23;929.00;1416.33;1484.37;1265.00
1998-12-22;929.00;1423.33;1487.89;1268.00
1998-12-21;924.00;1403.00;1475.14;1257.00
1998-12-18;939.00;1427.67;1499.10;1270.00
1998-12-17;952.33;1447.33;1517.53;1286.00
1998-12-16;952.67;1468.33;1529.41;1296.00
1998-12-15;953.67;1453.33;1526.48;1289.00
1998-12-14;942.67;1438.00;1510.65;1272.00
1998-12-11;947.67;1441.00;1514.46;1276.00
1998-12-10;960.67;1453.33;1522.46;1288.00
1998-12-09;970.33;1458.33;1529.30;1300.00
1998-12-08;970.00;1456.67;1525.96;1300.00
1998-12-07;988.67;1485.00;1555.56;1330.00
1998-12-04;991.00;1489.33;1564.50;1336.00
1998-12-03;1003.33;1507.33;1583.32;1351.00
1998-12-02;1002.33;1494.00;1574.18;1343.00
1998-12-01;997.00;1481.33;1559.78;1334.00
1998-11-30;992.33;1473.33;1550.23;1335.00
1998-11-27;1006.33;1489.50;1572.36;1358.00
1998-11-26;1009.00;1489.50;1577.33;1366.00
1998-11-25;1013.67;1505.67;1589.16;1376.00
1998-11-24;1009.00;1498.00;1579.89;1367.00
1998-11-23;1015.33;1505.33;1586.25;1375.00
1998-11-20;1012.33;1501.33;1582.68;1360.00
1998-11-19;1018.67;1526.67;1606.46;1372.00
1998-11-18;1028.67;1545.00;1627.09;1380.00
1998-11-17;1026.33;1541.67;1624.33;1387.00
1998-11-16;1026.67;1541.67;1624.12;1376.00
1998-11-13;1003.67;1512.00;1585.38;1361.00
1998-11-12;1003.33;1495.00;1571.49;1352.00
1998-11-11;1005.00;1498.00;1578.07;1346.00
1998-11-10;1010.67;1513.67;1589.90;1361.00
1998-11-09;1001.67;1493.00;1571.75;1349.00
1998-11-06;1012.67;1509.33;1590.52;1346.00
1998-11-05;1029.33;1540.67;1620.77;1369.00
1998-11-04;1031.00;1546.33;1620.60;1379.00
1998-11-03;1030.00;1538.00;1616.15;1616.00
1998-11-02;1032.67;1551.33;1628.49;1628.00
1998-10-30;1024.67;1543.33;1621.63;1622.00
1998-10-29;1024.33;1539.33;1620.86;1621.00
1998-10-28;1019.33;1531.00;1609.28;1609.00
1998-10-27;1033.00;1547.00;1629.16;1629.00
1998-10-26;1033.00;1558.67;1641.60;1642.00
1998-10-23;1035.33;1570.00;1653.18;1653.00
1998-10-22;1039.33;1577.33;1661.78;1662.00
1998-10-21;1037.00;1578.67;1663.50;1663.00
1998-10-20;1045.67;1598.67;1683.81;1684.00
1998-10-19;1030.33;1569.00;1651.60;1652.00
1998-10-16;1032.33;1574.33;1657.76;1658.00
1998-10-15;1043.33;1587.00;1673.73;1674.00
1998-10-14;1020.33;1556.33;1640.42;1640.00
1998-10-13;1014.00;1540.33;1624.97;1625.00
1998-10-12;1027.00;1557.33;1639.42;1639.00
1998-10-09;1025.33;1564.00;1651.51;1652.00
1998-10-08;1023.33;1572.67;1658.26;1658.00
1998-10-07;1031.33;1563.00;1648.31;1648.00
1998-10-06;1044.33;1569.33;1655.43;1655.00
1998-10-05;1037.00;1565.67;1651.09;1651.00
1998-10-02;1028.67;1554.67;1645.86;1646.00
1998-10-01;1022.67;1550.00;1638.28;1638.00
1998-09-30;1027.00;1550.00;1639.19;1639.00
1998-09-29;1040.33;1580.67;1669.18;1669.00
1998-09-28;1033.67;1569.00;1657.51;1658.00
1998-09-25;1026.67;1554.67;1642.56;1643.00
1998-09-24;1043.33;1573.33;1661.19;1661.00
1998-09-23;1046.00;1562.33;1652.96;1653.00
1998-09-22;1041.33;1559.00;1648.80;1649.00
1998-09-21;1038.00;1552.67;1642.99;1643.00
1998-09-18;1038.67;1547.33;1640.25;1640.00
1998-09-17;1039.33;1553.33;1645.81;1646.00
1998-09-16;1056.67;1579.67;1667.47;1667.00
1998-09-15;1065.67;1600.67;1684.06;1684.00
1998-09-14;1084.33;1629.33;1715.94;1716.00
1998-09-11;1074.33;1620.00;1707.77;1708.00
1998-09-10;1095.33;1656.33;1741.35;1741.00
1998-09-09;1099.00;1638.00;1725.02;1725.00
1998-09-08;1098.67;1639.00;1721.42;1721.00
1998-09-07;1089.00;1641.00;1721.35;1721.00
1998-09-04;1094.33;1643.00;1727.96;1728.00
